sitename,PISCO_CODE,LAT_WGS84,LON_WGS84,associated_mpa,MPA_STATUS,YEAR_MPA,mlpa_region,CAMPUS,year,month,day,method
ANACAPA_BLACK_SEA_BASS_CEN,SBSB01,34.0126,-119.389183,Anacapa Island SMR,SMR,2003,SCSR,UCSB,2009,9,21,SBTL_FISH
ANACAPA_BLACK_SEA_BASS_CEN,SBSB01,34.0126,-119.389183,Anacapa Island SMR,SMR,2003,SCSR,UCSB,2010,8,31,SBTL_FISH
ANACAPA_BLACK_SEA_BASS_CEN,SBSB01,34.0126,-119.389183,Anacapa Island SMR,SMR,2003,SCSR,UCSB,2011,9,7,SBTL_FISH
ANACAPA_BLACK_SEA_BASS_CEN,SBSB01,34.0126,-119.389183,Anacapa Island SMR,SMR,2003,SCSR,UCSB,2012,8,27,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2005,9,6,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2006,8,23,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2007,9,11,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2007,7,18,SBTL_QUAD
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2007,7,18,SBTL_SWATH
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2007,7,18,SBTL_UPC
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2008,8,7,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2008,6,24,SBTL_SWATH
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2008,6,24,SBTL_UPC
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2009,9,29,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2009,7,7,SBTL_QUAD
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2009,7,7,SBTL_SWATH
ANACAPA_EAST_FISH_CAMP_CEN,SEFC03,34.001583,-119.398067,Anacapa Island SMR,reference,0,SCSR,UCSB,2009,7,7,SBTL_UPC
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2005,9,6,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2006,8,23,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2007,9,11,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2007,7,18,SBTL_QUAD
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2007,7,18,SBTL_SWATH
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2007,7,18,SBTL_UPC
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2008,8,7,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2008,6,24,SBTL_SWATH
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2008,6,24,SBTL_UPC
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2009,9,22,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2009,7,7,SBTL_QUAD
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2009,7,7,SBTL_SWATH
ANACAPA_EAST_FISH_CAMP_E,SEFC02,34.0045,-119.385783,Anacapa Island SMR,reference,0,SCSR,UCSB,2009,7,7,SBTL_UPC
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2005,9,6,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2006,8,23,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2007,9,11,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2007,7,18,SBTL_QUAD
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2007,7,18,SBTL_SWATH
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2007,7,18,SBTL_UPC
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2008,8,7,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2008,6,24,SBTL_SWATH
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2008,6,24,SBTL_UPC
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2009,9,29,SBTL_FISH
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2009,7,7,SBTL_QUAD
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2009,7,7,SBTL_SWATH
ANACAPA_EAST_FISH_CAMP_W,SEFC01,34.003083,-119.404167,Anacapa Island SMR,reference,0,SCSR,UCSB,2009,7,7,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,1999,9,29,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,1999,9,29,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,1999,9,29,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2000,10,11,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2000,9,20,SBTL_QUAD
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2000,9,20,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2000,9,20,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2001,9,5,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2001,8,9,SBTL_QUAD
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2001,8,9,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2001,8,9,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2002,9,9,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2002,8,1,SBTL_QUAD
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2002,8,1,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2002,8,1,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2003,10,9,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2003,7,17,SBTL_QUAD
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2003,7,17,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2003,7,17,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2004,8,31,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2004,7,1,SBTL_QUAD
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2004,7,1,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2004,7,1,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2005,9,9,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2005,6,29,SBTL_QUAD
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2005,6,29,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2005,6,29,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2006,8,23,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2006,8,4,SBTL_QUAD
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2006,8,4,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2006,8,4,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2007,10,11,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2007,7,19,SBTL_QUAD
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2007,7,19,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2007,7,19,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2008,10,8,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2008,7,15,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2008,7,15,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2009,9,23,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2009,7,20,SBTL_QUAD
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2009,7,20,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2009,7,20,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2010,9,1,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2010,7,8,SBTL_SIZEFREQ
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2010,7,8,SBTL_SIZEFREQ_VRG
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2010,7,8,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2010,7,8,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2011,9,7,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2011,7,21,SBTL_SIZEFREQ_VRG
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2011,7,21,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2011,7,21,SBTL_UPC
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2012,8,30,SBTL_FISH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2012,7,11,SBTL_SIZEFREQ_VRG
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2012,7,11,SBTL_SWATH
ANACAPA_EAST_ISLE_CEN,SEAI03,34.017667,-119.363683,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2012,7,11,SBTL_UPC
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,1999,9,29,SBTL_FISH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,1999,9,29,SBTL_SWATH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,1999,9,29,SBTL_UPC
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2000,10,11,SBTL_FISH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2000,9,20,SBTL_QUAD
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2000,9,20,SBTL_SWATH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2000,9,20,SBTL_UPC
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2001,9,5,SBTL_FISH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2001,8,28,SBTL_QUAD
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2001,8,28,SBTL_SWATH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2001,8,28,SBTL_UPC
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2001,2,2,SBTL_WINTER_PCLA_ONLY
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2002,9,9,SBTL_FISH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2002,8,1,SBTL_QUAD
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2002,8,1,SBTL_SWATH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2002,8,1,SBTL_UPC
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2002,2,2,SBTL_WINTERFISH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2003,10,9,SBTL_FISH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2003,7,16,SBTL_QUAD
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2003,7,16,SBTL_SWATH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2003,7,16,SBTL_UPC
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2004,8,31,SBTL_FISH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2004,7,1,SBTL_QUAD
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2004,7,1,SBTL_SWATH
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2004,7,1,SBTL_UPC
ANACAPA_EAST_ISLE_E,SEAI02,34.017033,-119.361133,Anacapa Island SMR,SMR,1978,SCSR,UCSB,2005,9,13,SBTL_FISH
